cov_nr,arm,arm_explanation,needs_discussion_arm,needs_discussion_arm_explanation,n,time_intervention_days,time_followup_days,time_total_days,needs_discussion_time,needs_discussion_time_explanation,diagnosis,gender_pct_female,gender_pct_male,gender_female_n,gender_male_n,needs_discussion_gender,needs_discussion_gender_explanation,age_mean,age_sd,age_se,age_other,bmi_mean,bmi_sd,bmi_other,bp_systolic_mean,bp_systolic_sd,bp_diastolic_mean,bp_diastolic_sd,bp_other,smoking_status,pack_years_mean,pack_years_sd,pack_years_other,smoking_status_other,fev1_pct_mean,fev1_pct_sd,fev1_other,disease_severity_other,healthcare_setting,healthcare_setting_explanation,healthcare_setting_confidence,healthcare_setting_confidence_explanation,health_literacy,health_literacy_instrument_name,health_literacy_instrument_value,health_literacy_instrument_other,digital_strategy_excludes,digital_strategy_excludes_explanation,digital_strategy_provides_equipment,digital_strategy_provides_equipment_explanation,needs_discussion_equipment,needs_discussion_equipment_explanation,digital_strategy_provides_training,digital_strategy_provides_training_explanation,digital_strategy_provides_ongoing_support,digital_strategy_provides_ongoing_support_explanation,digital_literacy,digital_literacy_possession,digital_literacy_frequency,digital_literacy_skills,ses,ses_income,ses_living_situation,ses_relationship_status,ses_job_status,ses_living_location,educational_level,ethnicity,_metadata,healthcare_setting_label
4337,control,usual home care,False,,60,178.0,105.0,283.0,False,,COPD,68.33,31.67,41.0,19.0,False,,68.6,6.8,,,,,,,,,,,,,,,,,,,FVC_pct_mean: 28.5~LTOT_pct: 60.00%~comorbid_other_pct: 26.67%,2,"usual home care delivered by SRSAD, a specialized home care service administered by Maisonneuve-Rosemont Hospital; patients recruited from this hospital-based program",moderate,Step 1: clinical responsibility lies with hospital-based SRSAD team (suggests 2). Delivery location is home-based (suggests 3). Step 2 provider type (hospital-employed nurses and respiratory therapists) confirmed 2.,0,,,,1,had an operational telephone line in the home; excluded if visual or motor deficit made them unable to use the remote telemonitoring technology unless an informal caregiver agreed to shoulder this responsibility,0,,False,,0,,0,,False,,,,False,,,,,,,,"{'prompt_version': 'v11', 'model': 'ds-flash', 'extracted_at': '2026-05-08T00:00:37.481300', 'study_info': {'n_arms': 2, 'arm_labels': ['control', 'intervention']}}",Secondary
4345,treat1,smartphone app-based self-management program (SASMP),False,,22,180.0,0.0,180.0,False,,COPD,13.64,86.36,3.0,19.0,False,,70.45,9.4,,,,,,,,,,,,16.5,14.43,,,61.0,18.73,,"FEV1_FVC_ratio_mean: 62.77~FEV1_FVC_ratio_sd: 20.79~GOLD_stage: Stage 1, 2: 77.27%, Stage 3: 22.73%~disease_duration_years_mean: 7.77~disease_duration_years_sd: 6.63~comorbid_≥2_pct: 81.82%~hospitalizations_prior_year_pct: 9.09%~ED_visits_prior_year_pct: 9.09%~6MWD_mean: 378.32~6MWD_sd: 96.96~sedentary_min_per_day_mean: 0.79~sedentary_min_per_day_sd: 0.10~MVPA_min_per_day_mean: 0.03~MVPA_min_per_day_sd: 0.02~steps_per_day_mean: 5223.68~steps_per_day_sd: 2899.61~UCSD_SOBQ_mean: 21.18~UCSD_SOBQ_sd: 16.05~POMS_tension_anxiety_mean: 4.86~POMS_tension_anxiety_sd: 2.64~POMS_depression_mean: 3.55~POMS_depression_sd: 2.69~SF36_PCS_mean: 43.43~SF36_PCS_sd: 9.00~SF36_MCS_mean: 51.62~SF36_MCS_sd: 8.71~SEMCD_mean: 6.71~SEMCD_sd: 1.93~CRQ_mastery_mean: 4.40~CRQ_mastery_sd: 0.96~other: social support (MOS emotional-informational): 2.72 (SD 0.85)",2,outpatient clinics of pulmonary medicine departments at two tertiary hospitals; intervention delivered via smartphone app with remote specialist support,moderate,"Step 1: clinical responsibility lies with hospital specialists (suggests 2), delivery is home-based via app (suggests 3). Step 2: recruitment from outpatient clinics and provider type (research team with specialist oversight) confirmed 2.",2,SEMCD,6.71,SD 1.93,1,had a smartphone and could text messages,0,,False,,1,participants in the experimental group received instruction on how to use each feature of the smartphone app at the first education session,1,research team monitored data and contacted participants if they did not perform exercise for 4 consecutive days; automatic alert messages sent to research team for symptom scores; two participants sought staff assistance on logging in,True,smartphone: 100% (inclusion criterion),,,True,< $1000: 36.36%~≥$1000: 63.64%,Alone: 9.09%~Married or living with someone: 90.91%,,Working: 22.73%,,Middle high school & less: 40.91%~High school & higher: 59.09%,,"{'prompt_version': 'v11', 'model': 'ds-flash', 'extracted_at': '2026-05-08T00:01:04.416797', 'study_info': {'n_arms': 2, 'arm_labels': ['experimental', 'control']}}",Secondary
4345,control,group education and exercise sessions without smartphone app,False,,20,180.0,0.0,180.0,False,,COPD,30.0,70.0,6.0,14.0,False,,65.06,11.12,,,,,,,,,,,,18.9,18.61,,,69.45,24.02,,"FEV1_FVC_ratio_mean: 65.65~FEV1_FVC_ratio_sd: 17.88~GOLD_stage: Stage 1, 2: 80.00%, Stage 3: 20.00%~disease_duration_years_mean: 6.00~disease_duration_years_sd: 7.42~comorbid_≥2_pct: 60.00%~hospitalizations_prior_year_pct: 20.00%~ED_visits_prior_year_pct: 10.00%~6MWD_mean: 398.10~6MWD_sd: 78.67~sedentary_min_per_day_mean: 0.77~sedentary_min_per_day_sd: 0.08~MVPA_min_per_day_mean: 0.04~MVPA_min_per_day_sd: 0.02~steps_per_day_mean: 6756.26~steps_per_day_sd: 2978.77~UCSD_SOBQ_mean: 19.25~UCSD_SOBQ_sd: 13.83~POMS_tension_anxiety_mean: 5.75~POMS_tension_anxiety_sd: 4.29~POMS_depression_mean: 5.20~POMS_depression_sd: 5.46~SF36_PCS_mean: 46.36~SF36_PCS_sd: 5.58~SF36_MCS_mean: 52.13~SF36_MCS_sd: 8.49~SEMCD_mean: 6.47~SEMCD_sd: 1.64~CRQ_mastery_mean: 4.33~CRQ_mastery_sd: 1.22~other: social support (MOS emotional-informational): 2.53 (SD 0.92)",2,outpatient clinics of pulmonary medicine departments at two tertiary hospitals; group education and exercise sessions delivered at hospital,high,,2,SEMCD,6.47,SD 1.64,1,had a smartphone and could text messages,0,,False,,0,,0,,True,smartphone: 100% (inclusion criterion),,,True,< $1000: 44.44%~≥$1000: 55.56%,Alone: 0.00%~Married or living with someone: 100.00%,,Working: 45.00%,,Middle high school & less: 45.00%~High school & higher: 55.00%,,"{'prompt_version': 'v11', 'model': 'ds-flash', 'extracted_at': '2026-05-08T00:01:04.416797', 'study_info': {'n_arms': 2, 'arm_labels': ['experimental', 'control']}}",Secondary
4475,treat1,telemonitoring,False,,128,365.0,0.0,365.0,False,,COPD,58.59,41.41,75.0,53.0,False,,69.4,8.8,,,,,,,,,,,Never smoked: 2 (1.56%)~Ex-smoker: 89 (69.53%)~Current smoker: 37 (28.91%),,,,,44.0,18.8,,"GOLD_stage: Mild/moderate: 46, Severe: 45, Very severe: 37~MRC_distribution: 1: 4 (3.15%), 2: 23 (18.11%), 3: 31 (24.41%), 4: 24 (18.90%), 5: 45 (35.43%)~comorbid_one_or_more_pct: 78 (60.94%)~hospitalizations_prior_year_mean: 2.3~hospitalizations_prior_year_sd: 2.1~SGRQ_total_mean: 68.6~SGRQ_total_sd: 16.6~HADS_anxiety_mean: 9.8~HADS_anxiety_sd: 5.2~HADS_depression_mean: 8.9~HADS_depression_sd: 4.4~other: SECD6 mean 5.0 (SD 2.2)~other: MARS mean 24.0 (SD 2.1)~other: LINQ mean 7.8 (SD 3.3)",2,"home-based telemonitoring with remote specialist support from hospital-based clinical teams (Edinburgh Community Respiratory Team, Midlothian nurses, or GP practices)",moderate,"Step 1 split: clinical responsibility lies with hospital specialist teams or GP (suggests 2 or 1), but delivery is fully home-based via telemonitoring equipment (suggests 3). Step 2 provider type (hospital-employed respiratory team/nurse specialists deliver remote monitoring) confirmed 2.",2,SECD6,5.0,SD 2.2,1,unable to use the technology,1,"touch screen telemonitoring equipment, pulse oximeter, and secure broadband link installed in participant's home",False,,1,clinical team visited participant at home to explain how to use the technology,1,participants had access to technological advice and support throughout the trial,False,,,,True,,,,,,,,"{'prompt_version': 'v11', 'model': 'ds-flash', 'extracted_at': '2026-05-08T00:02:42.271981', 'study_info': {'n_arms': 2, 'arm_labels': ['telemonitoring', 'control']}}",Secondary
4475,control,usual care,False,,128,365.0,0.0,365.0,False,,COPD,50.78,49.22,65.0,63.0,False,,68.4,8.4,,,,,,,,,,,Never smoked: 0 (0.00%)~Ex-smoker: 98 (76.56%)~Current smoker: 30 (23.44%),,,,,40.0,17.0,,"GOLD_stage: Mild/moderate: 42, Severe: 42, Very severe: 44~MRC_distribution: 1: 1 (0.78%), 2: 26 (20.31%), 3: 27 (21.09%), 4: 31 (24.22%), 5: 43 (33.59%)~comorbid_one_or_more_pct: 91 (71.09%)~hospitalizations_prior_year_mean: 2.5~hospitalizations_prior_year_sd: 2.6~SGRQ_total_mean: 68.8~SGRQ_total_sd: 15.2~HADS_anxiety_mean: 9.6~HADS_anxiety_sd: 4.6~HADS_depression_mean: 8.2~HADS_depression_sd: 4.1~other: SECD6 mean 5.2 (SD 2.3)~other: MARS mean 23.8 (SD 1.8)~other: LINQ mean 7.8 (SD 3.4)",2,"usual care delivered by hospital-based clinical teams (Edinburgh Community Respiratory Team, Midlothian nurses) or GP practices; participants recruited from hospital and primary care",moderate,"Step 1: clinical responsibility lies with hospital specialist teams or GP (suggests 2 or 1), delivery location is not explicitly described for control group. Step 2: recruitment from hospital and primary care, and the control group received the same clinical care as the intervention group (which was hospital/GP-led), confirming 2.",2,SECD6,5.2,SD 2.3,1,unable to use the technology,0,,False,,0,,0,,False,,,,True,,,,,,,,"{'prompt_version': 'v11', 'model': 'ds-flash', 'extracted_at': '2026-05-08T00:02:42.271981', 'study_info': {'n_arms': 2, 'arm_labels': ['telemonitoring', 'control']}}",Secondary
4724,treat1,E-Coach intervention (IVR + CTN coaching),False,,65,30.0,60.0,90.0,False,,COPD,58.46,41.54,38.0,27.0,False,,63.8,10.9,,,,,,,,,,,Never: 7 (10.77%)~Current: 18 (27.69%)~Former: 40 (61.54%),,,,,,,,CIRS_G_mean: 14~CIRS_G_sd: 4.7~other: CIRS-G severity index: 2.13 (SD 0.3),2,hospital-based care transition nurse (CTN) with home-based IVR and telephone coaching; patients recruited from hospital inpatient units,moderate,"Step 1 split: clinical responsibility with hospital (code 2), delivery via phone at home (code 3). Step 2 provider type (hospital-employed CTN) and recruitment (inpatient) both support code 2.",2,Wallace health literacy single item,,"Categorical distribution: Extremely 53.85%, Quite a bit 15.38%, Somewhat 12.31%, A little bit 9.23%, Not at all 9.23% (recomputed from n=65)",1,inclusion criteria: had a telephone,0,,False,,1,CTN provided training on the IVR (Ida) system,0,,False,,,,True,Financial insecurity: No: 24 (36.92%)~Yes: 41 (63.08%),,Married: 31 (47.69%)~Not married: 34 (52.31%),,,<High school: 18 (27.69%)~High school/GED: 27 (41.54%)~Some college: 13 (20.00%)~≥College graduate: 7 (10.77%),White: 44 (67.69%)~Black/other: 21 (32.31%),"{'prompt_version': 'v11', 'model': 'ds-flash', 'extracted_at': '2026-05-08T00:01:34.928280'}",Secondary
4724,control,usual discharge care,False,,67,30.0,60.0,90.0,False,,COPD,31.34,68.66,21.0,46.0,False,,63.4,11.0,,,,,,,,,,,Never: 5 (7.46%)~Current: 21 (31.34%)~Former: 41 (61.19%),,,,,,,,CIRS_G_mean: 14~CIRS_G_sd: 4.4~other: CIRS-G severity index: 2.20 (SD 0.4),2,usual care at academic hospital; patients received standardized discharge instructions,moderate,"Step 1 split: clinical responsibility with hospital (code 2), delivery via phone at home (code 3). Step 2 provider type (hospital-employed CTN) and recruitment (inpatient) both support code 2. Applied to control as identical care setting.",2,Wallace health literacy single item,,"Categorical distribution: Extremely 58.21%, Quite a bit 19.40%, Somewhat 11.94%, A little bit 2.99%, Not at all 7.46% (recomputed from n=67)",1,inclusion criteria: had a telephone,0,,False,,0,,0,,False,,,,True,Financial insecurity: No: 21 (31.34%)~Yes: 45 (67.16%),,Married: 27 (40.30%)~Not married: 40 (59.70%),,,<High school: 18 (26.87%)~High school/GED: 29 (43.28%)~Some college: 12 (17.91%)~≥College graduate: 8 (11.94%),White: 45 (67.16%)~Black/other: 22 (32.84%),"{'prompt_version': 'v11', 'model': 'ds-flash', 'extracted_at': '2026-05-08T00:01:34.928280'}",Secondary
4727,treat1,telehealth intervention (TH),False,,334,365.0,0.0,365.0,False,,COPD,43.71,56.29,146.0,188.0,False,,71.49,,0.506,,,,,,,,,,,,,,,,,,,1,home-based telehealth intervention with remote monitoring by healthcare professionals; clinical responsibility held by GP practice (recruited from 121 General Practices),moderate,"Step 1 split: clinical responsibility lies with GP practice (suggests 1), but delivery is home-based via telehealth equipment (suggests 3). Step 2 provider type (monitoring centre health-care professionals review data and trigger responses) and recruitment source (GP practices) confirmed 1.",0,,,,1,landline telephone and broadband internet connection required; sufficient cognitive capacity and English language skills to complete a self-reported questionnaire,1,"pulse oximeter, blood pressure monitor, weight scales, additional peripherals (e.g., glucometer), home monitoring system with base unit or set-top box",False,,0,,1,"data transmitted to monitoring centre reviewed by health-care professionals; appropriate response triggered (e.g., repeat reading, contact participant, arrange home visit, refer to other service)",False,,,,True,,,,,,,Non-White: 3.89%~White British/Irish: 96.11%,"{'prompt_version': 'v11', 'model': 'ds-flash', 'extracted_at': '2026-05-08T00:01:24.760176', 'study_info': {'n_arms': 2, 'arm_labels': ['telehealth intervention', 'standard care']}}",Primary
4727,control,standard care (usual care),False,,244,365.0,0.0,365.0,False,,COPD,43.44,56.56,106.0,138.0,False,,72.22,,0.592,,,,,,,,,,,,,,,,,,,1,standard care delivered at recruitment site (GP practice); participants recruited from 121 General Practices,moderate,"Only recruitment source (GP practices) available as signal; no explicit description of control setting. Step 1: clinical responsibility likely GP (suggests 1), delivery location not described. Step 2: recruitment from GP practices confirmed 1.",0,,,,1,landline telephone and broadband internet connection required; sufficient cognitive capacity and English language skills to complete a self-reported questionnaire,0,,False,,0,,0,,False,,,,True,,,,,,,Non-White: 4.10%~White British/Irish: 95.90%,"{'prompt_version': 'v11', 'model': 'ds-flash', 'extracted_at': '2026-05-08T00:01:24.760176', 'study_info': {'n_arms': 2, 'arm_labels': ['telehealth intervention', 'standard care']}}",Primary
4736,treat1,internet-mediated pedometer-based physical activity intervention,False,,75,180.0,0.0,180.0,False,,COPD,6.67,93.33,5.0,70.0,False,,69.2,7.2,,,,,,,,,,,,,,,,60.6,23.1,,6MWD_mean: 360.8~6MWD_sd: 92.0~steps_per_day_mean: 3176.6~steps_per_day_sd: 2211.6~SGRQ_total_mean: 40.0~SGRQ_total_sd: 15.3~mMRC_mean: 2.0~mMRC_sd: 1.2~BCKQ_mean: 46.9~BCKQ_sd: 15.0~MOS_SS_mean: 76.8~MOS_SS_sd: 23.8~LTOT_pct: 25.33%,2,home-based pedometer and website intervention; participants recruited from VA outpatient pulmonary clinics; clinical responsibility with VA providers,moderate,"Step 1 split: clinical responsibility lies with VA hospital (suggests 2), but delivery is home-based via website and pedometer (suggests 3). Step 2: recruitment from VA outpatient clinics and in-person assessments at VA confirm secondary care setting; no ongoing clinical support but intervention is prescribed by VA providers.",2,BCKQ,46.9,check instrument_name,1,"Access to a computer with internet connection required, or willing to come to VA to use study computers",0,,False,,0,,0,,False,,,,True,Annual income < $30k: 42.67%,,,,Rural: 5.33%,Greater than high school: 70.67%,White: 92.00%,"{'prompt_version': 'v11', 'model': 'ds-flash', 'extracted_at': '2026-05-08T00:02:14.708235', 'study_info': {'n_arms': 2, 'arm_labels': ['intervention', 'usual care control']}}",Secondary
4736,control,usual care,False,,78,180.0,0.0,180.0,False,,COPD,7.69,92.31,6.0,72.0,False,,70.4,7.3,,,,,,,,,,,,,,,,61.5,19.8,,6MWD_mean: 357.2~6MWD_sd: 103.5~steps_per_day_mean: 3210.2~steps_per_day_sd: 2247.9~SGRQ_total_mean: 38.0~SGRQ_total_sd: 17.8~mMRC_mean: 2.1~mMRC_sd: 1.2~BCKQ_mean: 46.1~BCKQ_sd: 16.2~MOS_SS_mean: 69.4~MOS_SS_sd: 27.7~LTOT_pct: 28.21%,2,usual care; participants recruited from VA outpatient pulmonary clinics; no further contact until assessments,moderate,"Step 1 split: clinical responsibility lies with VA hospital (suggests 2), but delivery is home-based with no intervention (suggests 3). Step 2: recruitment from VA outpatient clinics and in-person assessments at VA confirm secondary care setting.",2,BCKQ,46.1,check instrument_name,1,"Access to a computer with internet connection required, or willing to come to VA to use study computers",0,,False,,0,,0,,False,,,,True,Annual income < $30k: 43.59%,,,,Rural: 14.10%,Greater than high school: 80.77%,White: 88.46%,"{'prompt_version': 'v11', 'model': 'ds-flash', 'extracted_at': '2026-05-08T00:02:14.708235', 'study_info': {'n_arms': 2, 'arm_labels': ['intervention', 'usual care control']}}",Secondary
4876,treat1,"tele-video-consultation (TVC) with tablet, web camera, microphone, pulse oximeter, and heart rate monitor",False,,57,14.0,351.0,365.0,False,,COPD,73.68,26.32,42.0,15.0,False,,69.0,,1.169,,22.5,,,,,,,,Current: 13 (22.81%)~Ex-smoker: 57 (100.00%),,,,"Ex-smoker count equals total arm size, suggesting all patients are ex-smokers, but current smokers also reported. Percentages do not sum to 100. Never category not reported.",,,Median 38.70 (IQR 31.80-46.25),CAT_mean: 21.5 (SEM 0.93)~comorbid_CVD_pct: 20 (35.09%)~comorbid_HF_pct: 3 (5.26%)~comorbid_depression_pct: 17 (29.82%)~comorbid_osteoporosis_pct: 9 (15.79%)~LTOT_pct: 6 (10.53%)~other: NIV at home: 1 (1.75%)~other: Previous acute NIV: 10 (17.54%)~other: Previous respirator: 5 (8.77%)~other: PAH: 4 (7.02%)~other: Admitted preceding year: 26 (45.61%)~other: Home nurse: 9 (15.79%)~FEV1_L_median: 0.89~FEV1_L_iqr: 0.68-1.23~MRC_mean: 3.5~HADS_total_mean: 11.03 (SEM 1.15)~HADS_anxiety_mean: 6.02 (SEM 0.75),2,home-based tele-video-consultations with specialist respiratory nurse from hospital,moderate,"Step 1 split: clinical responsibility lies with hospital specialist (suggests 2), delivery is home-based (suggests 3). Step 2 provider type (hospital-employed nurse) confirmed 2.",0,,,,1,inappropriately available internet and telephone coverage were exclusion criteria,1,"tablet with web camera, microphone, pulse oximeter, and heart rate monitor installed at home",False,,0,,0,,False,,,,True,,Solo: 28 (49.12%)~With others: 29 (50.88%),,,,,,"{'prompt_version': 'v11', 'model': 'ds-flash', 'extracted_at': '2026-05-08T00:03:15.666978', 'study_info': {'n_arms': 3, 'arm_labels': ['TVC', 'Phone calls', 'BSP COPD care']}}",Secondary
4876,treat2,telephone follow-up from specialist respiratory nurse,False,,59,14.0,351.0,365.0,False,,COPD,64.41,35.59,38.0,21.0,False,,68.64,,1.161,,24.0,,,,,,,,Current: 17 (28.81%)~Ex-smoker: 59 (100.00%),,,,"Ex-smoker count equals total arm size, suggesting all patients are ex-smokers, but current smokers also reported. Percentages do not sum to 100. Never category not reported.",,,Median 40.30 (IQR 26.28-47.08),CAT_mean: 23.1 (SEM 0.81)~comorbid_CVD_pct: 27 (45.76%)~comorbid_HF_pct: 10 (16.95%)~comorbid_depression_pct: 14 (23.73%)~comorbid_osteoporosis_pct: 16 (27.12%)~LTOT_pct: 15 (25.42%)~other: NIV at home: 5 (8.47%)~other: Previous acute NIV: 11 (18.64%)~other: Previous respirator: 5 (8.47%)~other: PAH: 5 (8.47%)~other: Admitted preceding year: 25 (42.37%)~other: Home nurse: 17 (28.81%)~FEV1_L_median: 0.87~FEV1_L_iqr: 0.67-1.20~MRC_mean: 4~HADS_total_mean: 11.08 (SEM 0.96)~HADS_anxiety_mean: 6.18 (SEM 0.70),2,home-based telephone follow-up from specialist respiratory nurse,moderate,"Step 1 split: clinical responsibility lies with hospital specialist (suggests 2), delivery is home-based (suggests 3). Step 2 provider type (hospital-employed nurse) confirmed 2.",0,,,,1,inappropriately available internet and telephone coverage were exclusion criteria,0,,False,,0,,0,,False,,,,True,,Solo: 19 (32.20%)~With others: 40 (67.80%),,,,,,"{'prompt_version': 'v11', 'model': 'ds-flash', 'extracted_at': '2026-05-08T00:03:15.666978', 'study_info': {'n_arms': 3, 'arm_labels': ['TVC', 'Phone calls', 'BSP COPD care']}}",Secondary
4876,control,best standard practice (BSP) COPD care (usual care),False,,57,0.0,365.0,365.0,False,,COPD,54.39,45.61,31.0,26.0,False,,68.07,,1.134,,22.3,,,,,,,,Current: 17 (29.82%)~Ex-smoker: 55 (96.49%),,,,Printed current smoker % (22.8%) does not match recomputed (29.82%). Ex-smoker count (55) does not equal total arm size (57). Never category not reported.,,,Median 36.80 (IQR 26.50-46.30),CAT_mean: 23.8 (SEM 0.98)~comorbid_CVD_pct: 25 (43.86%)~comorbid_HF_pct: 6 (10.53%)~comorbid_depression_pct: 16 (28.07%)~comorbid_osteoporosis_pct: 14 (24.56%)~LTOT_pct: 10 (17.54%)~other: NIV at home: 3 (5.26%)~other: Previous acute NIV: 13 (22.81%)~other: Previous respirator: 11 (19.30%)~other: PAH: 5 (8.77%)~other: Admitted preceding year: 20 (35.09%)~other: Home nurse: 12 (21.05%)~FEV1_L_median: 0.90~FEV1_L_iqr: 0.69-1.18~MRC_mean: 4~HADS_total_mean: 12.27 (SEM 1.15),1,"usual care after discharge; setting not specified, assumed primary care",low,No clear responsibility or delivery information. Step 3 best guess based on recruitment from hospital and standard care typically managed by GP; coded 1. Alternative: 3 if no clinical follow-up.,0,,,,1,inappropriately available internet and telephone coverage were exclusion criteria,0,,False,,0,,0,,False,,,,True,,Solo: 24 (42.11%)~With others: 33 (57.89%),,,,,,"{'prompt_version': 'v11', 'model': 'ds-flash', 'extracted_at': '2026-05-08T00:03:15.666978', 'study_info': {'n_arms': 3, 'arm_labels': ['TVC', 'Phone calls', 'BSP COPD care']}}",Primary
